,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
86,1135469,6228943,Entire home/apt,,RIDEAU-VANIER,46,4.5,4,1.0,2.0,79.0,2.0,45.429318,-75.683405,2016-05-16 23:21:08.739531
87,1137223,5108859,Entire home/apt,,WEST CARLETON-MARCH,62,5.0,5,1.0,1.0,56.0,2.0,45.286266,-76.114189,2016-05-17 00:09:24.960360
88,1142028,11944806,Entire home/apt,,RIDEAU-VANIER,43,4.5,8,3.0,2.0,145.0,,45.433638,-75.665445,2016-05-17 00:04:10.338914
89,1146284,11944806,Entire home/apt,,RIDEAU-VANIER,14,5.0,16,6.0,4.0,397.0,,45.43653,-75.665707,2016-05-16 22:59:00.162852
90,1151370,1755714,Private room,,BAY,16,4.5,1,1.0,2.0,23.0,2.0,45.362483,-75.786214,2016-05-16 22:53:52.370743
91,1159916,6356142,Entire home/apt,,CAPITAL,6,5.0,3,2.0,1.0,160.0,5.0,45.406419,-75.689948,2016-05-17 00:03:44.092705
92,1166720,6389091,Private room,,BARRHAVEN,0,,2,1.0,,64.0,2.0,45.254049,-75.74222,2016-05-16 23:15:10.989397
93,1225070,6682570,Entire home/apt,,KITCHISSIPPI,5,5.0,8,4.0,3.0,239.0,2.0,45.40026,-75.714115,2016-05-16 22:56:13.790810
94,1242836,4606697,Private room,,CAPITAL,36,4.5,4,1.0,,60.0,1.0,45.40485,-75.691669,2016-05-16 23:13:22.958996
95,1246562,6792922,Entire home/apt,,KITCHISSIPPI,3,4.5,4,2.0,1.0,63.0,1.0,45.407528,-75.731833,2016-05-16 23:57:36.310908
96,1247877,6800077,Entire home/apt,,RIDEAU-VANIER,53,4.5,3,1.0,1.0,71.0,3.0,45.429508,-75.687752,2016-05-16 22:36:48.736579
97,1312358,1887188,Private room,,BEACON HILL-CYRVILLE,185,5.0,2,1.0,,39.0,1.0,45.428506,-75.632959,2016-05-16 23:00:03.469762
98,1319902,6968401,Entire home/apt,,OSGOODE,0,,9,4.0,2.0,279.0,1.0,45.144863,-75.606595,2016-05-16 23:49:11.381126
99,1347024,7308077,Entire home/apt,,KITCHISSIPPI,5,5.0,6,3.0,,159.0,2.0,45.409195,-75.727853,2016-05-16 23:26:05.478855
100,1355875,7053098,Private room,,INNES,8,4.5,1,1.0,,32.0,1.0,45.426994,-75.599795,2016-05-16 22:41:25.486607
101,1387123,7499204,Private room,,KNOXDALE-MERIVALE,0,,2,1.0,1.0,84.0,3.0,45.352864,-75.726684,2016-05-16 22:41:55.350734
102,1393156,7531093,Entire home/apt,,RIDEAU-VANIER,71,4.5,2,1.0,1.0,63.0,2.0,45.439045,-75.66154,2016-05-16 23:11:40.142634
103,1450947,7354245,Entire home/apt,,KITCHISSIPPI,43,5.0,6,3.0,1.0,118.0,2.0,45.400115,-75.726334,2016-05-16 23:15:44.118691
104,1461256,7170371,Entire home/apt,,SOMERSET,3,,4,1.0,1.0,52.0,1.0,45.41322,-75.694796,2016-05-17 00:02:56.496429
105,1489418,7858552,Private room,,SOMERSET,7,4.5,2,1.0,,47.0,1.0,45.415302,-75.697478,2016-05-16 22:50:38.766656
106,1520644,4606697,Private room,,CAPITAL,34,5.0,2,1.0,,60.0,1.0,45.402885,-75.692131,2016-05-16 22:50:41.706662
107,1555785,8282004,Private room,,CAPITAL,1,,2,1.0,,43.0,1.0,45.407569,-75.67771,2016-05-17 00:00:41.268174
108,1574060,4260612,Private room,,KITCHISSIPPI,60,5.0,2,1.0,2.0,46.0,1.0,45.402287,-75.73428,2016-05-16 22:43:56.404543
109,1579080,8400205,Private room,,RIVER,10,4.0,1,1.0,1.0,39.0,1.0,45.368837,-75.740653,2016-05-16 23:02:08.216641
110,1605104,7088882,Private room,,KNOXDALE-MERIVALE,0,,2,1.0,,47.0,1.0,45.333152,-75.73852,2016-05-16 23:09:26.884317
111,1617217,8605715,Entire home/apt,,KITCHISSIPPI,31,5.0,6,2.0,2.0,159.0,4.0,45.397229,-75.712502,2016-05-16 22:47:26.284918
112,1633822,2428786,Entire home/apt,,SOMERSET,52,4.5,3,0.0,1.0,84.0,2.0,45.413555,-75.686061,2016-05-16 22:29:27.314518
113,1650642,658040,Entire home/apt,,GLOUCESTER-SOUTH NEPEAN,1,,4,2.0,,44.0,1.0,45.284614,-75.714911,2016-05-16 23:22:51.222945
114,1656607,8713727,Private room,,GLOUCESTER-SOUTH NEPEAN,19,5.0,2,1.0,,36.0,3.0,45.3245,-75.601725,2016-05-16 22:48:45.781161
115,1676024,7494505,Entire home/apt,,KITCHISSIPPI,3,5.0,6,3.0,3.0,139.0,5.0,45.402663,-75.717591,2016-05-17 00:08:43.026232
116,1725442,4050933,Entire home/apt,,RIDEAU-VANIER,10,4.0,4,1.0,1.0,67.0,,45.428423,-75.679501,2016-05-16 23:33:22.874822
117,1732533,9123239,Private room,,GLOUCESTER-SOUTH NEPEAN,9,4.5,2,1.0,,40.0,2.0,45.27443,-75.70581,2016-05-16 23:12:45.222863
118,1749073,9203450,Entire home/apt,,RIVER,15,5.0,3,1.0,1.0,70.0,1.0,45.367311,-75.733227,2016-05-17 00:08:21.563484
119,1772413,3201295,Entire home/apt,,RIDEAU-VANIER,16,5.0,2,1.0,1.0,47.0,7.0,45.430501,-75.687929,2016-05-16 22:54:54.058463
120,1776187,9326370,Entire home/apt,,RIDEAU-VANIER,76,5.0,2,0.0,1.0,115.0,3.0,45.429682,-75.694892,2016-05-16 23:53:42.800645
121,1807677,9473852,Private room,,SOMERSET,25,5.0,2,1.0,1.0,56.0,1.0,45.411623,-75.71258,2016-05-17 00:22:46.243917
122,1823110,8805607,Private room,,SOMERSET,104,4.5,1,1.0,,28.0,2.0,45.415767,-75.686077,2016-05-16 22:32:26.668730
123,1827668,6818912,Entire home/apt,,KITCHISSIPPI,18,5.0,6,3.0,1.0,128.0,3.0,45.395796,-75.758938,2016-05-17 00:08:56.960411
124,1843032,9630438,Private room,,RIVER,27,4.5,2,1.0,2.0,28.0,1.0,45.372295,-75.657855,2016-05-16 23:18:19.576590
125,1891443,3201295,Entire home/apt,,BEACON HILL-CYRVILLE,2,,4,2.0,,54.0,7.0,45.44633,-75.59822,2016-05-17 00:23:06.276662
126,1892417,9836931,Private room,,KITCHISSIPPI,1,,2,1.0,1.0,56.0,1.0,45.402668,-75.713133,2016-05-16 23:50:52.720852
127,1903034,9491620,Private room,,SOMERSET,39,4.5,2,1.0,,72.0,1.0,45.414565,-75.68803,2016-05-16 23:46:57.954841
128,1908873,9905548,Entire home/apt,,CUMBERLAND,42,5.0,3,1.0,1.0,57.0,3.0,45.428981,-75.488114,2016-05-16 23:19:22.065146
129,1950048,1666028,Private room,,ALTA VISTA,0,,1,1.0,1.0,46.0,1.0,45.377549,-75.655568,2016-05-16 22:50:18.614628
130,1950265,10085317,Entire home/apt,,GLOUCESTER-SOUTH NEPEAN,4,5.0,4,2.0,,158.0,2.0,45.281553,-75.676238,2016-05-17 00:22:37.591914
131,1974472,2045195,Entire home/apt,,KITCHISSIPPI,0,,2,1.0,1.0,47.0,2.0,45.405587,-75.724674,2016-05-16 22:37:26.888973
132,1998695,3472786,Private room,,RIDEAU-VANIER,14,4.5,1,1.0,1.0,135.0,2.0,45.426778,-75.681626,2016-05-17 00:14:02.618780
133,2050869,2428786,Entire home/apt,,SOMERSET,42,4.5,4,1.0,1.0,76.0,2.0,45.414959,-75.709742,2016-05-17 00:05:03.443357
134,2057033,8161200,Entire home/apt,,SOMERSET,96,5.0,4,2.0,1.0,88.0,2.0,45.412583,-75.692765,2016-05-16 23:55:56.265345
135,2077675,10616438,Private room,,WEST CARLETON-MARCH,7,5.0,2,1.0,1.0,88.0,1.0,45.27759,-76.007551,2016-05-16 22:47:41.406531
136,2083630,5575134,Private room,,BEACON HILL-CYRVILLE,42,5.0,2,1.0,1.0,21.0,1.0,45.426087,-75.629978,2016-05-16 23:13:35.446665
137,2097073,7731482,Entire home/apt,,RIDEAU-VANIER,51,5.0,2,1.0,1.0,79.0,2.0,45.427897,-75.687046,2016-05-17 00:02:39.193133
138,2104998,10731636,Entire home/apt,,SOMERSET,1,,4,2.0,1.0,139.0,5.0,45.415202,-75.705606,2016-05-16 22:43:05.252565
139,2114893,10099115,Entire home/apt,,KITCHISSIPPI,23,5.0,3,1.0,1.0,72.0,3.0,45.405043,-75.730497,2016-05-16 22:55:31.070489
140,2143881,6143284,Private room,,ORLEANS,26,5.0,2,1.0,,32.0,1.0,45.48273,-75.525527,2016-05-16 23:39:51.085426
141,2145797,2083458,Entire home/apt,,RIDEAU-VANIER,40,4.5,2,1.0,1.0,97.0,2.0,45.428148,-75.688687,2016-05-16 23:58:59.486671
142,2148350,10964947,Entire home/apt,,COLLEGE,16,5.0,4,1.0,,70.0,3.0,45.343592,-75.784951,2016-05-16 22:48:26.226595
143,2153448,10989964,Entire home/apt,,SOMERSET,4,5.0,4,2.0,2.0,83.0,,45.415959,-75.706737,2016-05-17 00:17:29.782061
144,2154207,10993219,Entire home/apt,,RIDEAU-ROCKCLIFFE,0,,5,2.0,1.0,159.0,1.0,45.441797,-75.674769,2016-05-16 23:27:32.085887
145,2183198,3104890,Private room,,ORLEANS,0,,2,1.0,,20.0,2.0,45.478635,-75.506752,2016-05-16 23:57:56.293613
146,2183527,11134898,Entire home/apt,,CAPITAL,23,4.5,2,0.0,1.0,64.0,4.0,45.408248,-75.67802,2016-05-16 23:00:00.800915
147,2194385,1666028,Private room,,ALTA VISTA,3,4.0,1,1.0,1.0,46.0,1.0,45.378807,-75.657458,2016-05-17 00:14:54.277347
148,2198117,3625877,Private room,,CAPITAL,94,4.5,2,1.0,1.0,44.0,1.0,45.389899,-75.679304,2016-05-16 23:27:34.836931
149,2220900,106030,Private room,,BEACON HILL-CYRVILLE,2,,2,1.0,,25.0,3.0,45.448651,-75.589843,2016-05-16 23:05:11.950856
150,2231697,11390230,Private room,,RIDEAU-VANIER,102,5.0,3,1.0,1.0,71.0,1.0,45.424929,-75.691811,2016-05-16 23:48:06.470908
151,2294702,11722130,Private room,,RIDEAU-VANIER,12,4.5,1,1.0,2.0,32.0,2.0,45.440356,-75.665561,2016-05-16 22:53:42.284750
152,2309169,11792137,Private room,,RIDEAU-ROCKCLIFFE,12,4.5,2,1.0,1.0,39.0,1.0,45.442033,-75.677881,2016-05-16 22:50:21.882791
153,2317968,6757731,Entire home/apt,,CAPITAL,69,5.0,3,1.0,1.0,96.0,2.0,45.411079,-75.681086,2016-05-16 23:05:44.434582
154,2338698,11944586,Entire home/apt,,SOMERSET,32,5.0,3,1.0,1.0,87.0,5.0,45.414115,-75.707049,2016-05-16 23:26:14.811016
155,2367602,11736421,Entire home/apt,,RIVER,0,,4,1.0,1.0,64.0,2.0,45.371269,-75.725265,2016-05-16 23:02:02.260483
156,2374455,3201295,Entire home/apt,,KITCHISSIPPI,6,4.5,2,1.0,1.0,49.0,5.0,45.404258,-75.730724,2016-05-16 23:36:34.800982
157,2411146,2211616,Private room,,BEACON HILL-CYRVILLE,0,,2,1.0,,61.0,1.0,45.425698,-75.611807,2016-05-16 23:28:29.390780
158,2412859,12331568,Private room,,RIDEAU-VANIER,4,5.0,2,1.0,1.0,47.0,,45.431908,-75.68802,2016-05-16 23:39:39.904728
159,2413429,12303029,Private room,,CUMBERLAND,0,,1,1.0,,67.0,1.0,45.448756,-75.463112,2016-05-16 23:13:25.872616
160,2447488,4027790,Entire home/apt,,RIDEAU-VANIER,45,4.5,4,1.0,1.0,88.0,5.0,45.427536,-75.684463,2016-05-16 23:25:22.407406
161,2453778,12547161,Entire home/apt,,SOMERSET,125,5.0,2,0.0,1.0,79.0,2.0,45.410728,-75.696372,2016-05-16 22:41:06.612824
162,2474327,12656347,Entire home/apt,,CAPITAL,12,4.5,2,1.0,1.0,63.0,1.0,45.408963,-75.678495,2016-05-16 23:06:29.350696
163,2485960,1666028,Private room,,ALTA VISTA,0,,1,1.0,1.0,46.0,1.0,45.377843,-75.65765,2016-05-16 23:29:24.491666
164,2490088,6734544,Entire home/apt,,KITCHISSIPPI,11,4.5,2,1.0,1.0,110.0,1.0,45.39715,-75.742245,2016-05-16 22:29:46.985136
165,2526620,3201295,Entire home/apt,,RIDEAU-VANIER,2,,2,1.0,1.0,48.0,7.0,45.438644,-75.67478,2016-05-16 23:56:25.156067
166,2561338,13114212,Private room,,BAY,10,5.0,1,1.0,1.0,31.0,1.0,45.3665,-75.778633,2016-05-16 23:53:46.011627
167,2564473,5689421,Entire home/apt,,SOMERSET,114,5.0,2,1.0,1.0,78.0,2.0,45.412787,-75.683788,2016-05-16 22:44:58.492889
168,2568130,1516630,Private room,,CAPITAL,7,5.0,2,1.0,1.0,60.0,1.0,45.414123,-75.679554,2016-05-16 23:54:13.235410
169,2569236,11341032,Private room,,COLLEGE,11,4.5,2,1.0,2.0,40.0,1.0,45.341568,-75.791227,2016-05-16 22:39:35.102775
170,2606406,3711706,Private room,,RIDEAU-VANIER,0,,1,1.0,2.0,68.0,1.0,45.434151,-75.689358,2016-05-16 22:34:41.536633
171,2620342,2033530,Private room,,KITCHISSIPPI,19,5.0,2,1.0,1.0,44.0,2.0,45.401505,-75.733817,2016-05-16 23:19:12.801649
172,2627674,6402160,Entire home/apt,,SOMERSET,3,4.5,3,2.0,2.0,99.0,3.0,45.415201,-75.693407,2016-05-16 23:25:42.290637
173,2631572,1626558,Entire home/apt,,BAY,14,4.5,6,3.0,1.0,160.0,2.0,45.357549,-75.793667,2016-05-16 22:44:15.228507
174,2636875,13502326,Entire home/apt,,KITCHISSIPPI,0,,6,3.0,2.0,151.0,3.0,45.404618,-75.731423,2016-05-16 23:22:31.762636
175,2665082,11134898,Private room,,CAPITAL,1,,2,1.0,1.0,68.0,2.0,45.408701,-75.678476,2016-05-16 23:49:51.993245
176,2674916,8399820,Private room,,RIDEAU-ROCKCLIFFE,7,4.5,2,1.0,,32.0,1.0,45.451852,-75.649741,2016-05-17 00:16:36.346228
177,2694679,2291577,Private room,,RIDEAU-VANIER,5,5.0,2,1.0,1.0,48.0,2.0,45.441225,-75.654771,2016-05-16 22:40:23.368566
178,2730095,4050933,Entire home/apt,,RIDEAU-VANIER,52,4.5,4,1.0,1.0,71.0,,45.43276,-75.678936,2016-05-16 23:19:44.802797
179,2730248,13972709,Private room,,RIDEAU-GOULBOURN,1,,2,1.0,3.0,79.0,1.0,45.124747,-75.632367,2016-05-16 23:39:42.426863
180,2730410,4050933,Entire home/apt,,RIDEAU-VANIER,40,4.5,2,1.0,1.0,35.0,,45.431093,-75.677541,2016-05-16 23:51:06.326799
181,2738455,12671457,Private room,,COLLEGE,19,5.0,2,1.0,2.0,25.0,1.0,45.317654,-75.83956,2016-05-16 22:36:12.527465
